QStrength	Quantifier	Arg1	Pred	Arg2	Sentence	Score	Canonical?	Multiword?	Inferred?	Domain	Range	Provenance
0.03	some	doorknob	is-part-of	barn	Some doorknobs are part of barns.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	doorknob	is-part-of	building	Some doorknobs are part of buildings.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	doorknob	is-part-of	bungalow	Some doorknobs are part of bungalows.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	doorknob	is-part-of	cafe	Some doorknobs are part of cafes.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	doorknob	is-part-of	castle	Some doorknobs are part of castles.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	doorknob	is-part-of	cathedral	Some doorknobs are part of cathedrals.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	doorknob	is-part-of	church	Some doorknobs are part of churches.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	doorknob	is-part-of	convent	Some doorknobs are part of convents.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	doorknob	is-part-of	coop	Some doorknobs are part of coops.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	doorknob	is-part-of	cottage	Some doorknobs are part of cottages.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	doorknob	is-part-of	cowshed	Some doorknobs are part of cowsheds.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	doorknob	is-part-of	farmhouse	Some doorknobs are part of farmhouses.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	doorknob	is-part-of	garage	Some doorknobs are part of garages.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	doorknob	is-part-of	greenhouse	Some doorknobs are part of greenhouses.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	doorknob	is-part-of	hospital	Some doorknobs are part of hospitals.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	doorknob	is-part-of	hotel	Some doorknobs are part of hotels.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	doorknob	is-part-of	house	Some doorknobs are part of houses.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	doorknob	is-part-of	inn	Some doorknobs are part of inns.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	doorknob	is-part-of	kennel	Some doorknobs are part of kennels.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	doorknob	is-part-of	manor	Some doorknobs are part of manors.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	doorknob	is-part-of	monastery	Some doorknobs are part of monasteries.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	doorknob	is-part-of	mosque	Some doorknobs are part of mosques.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	doorknob	is-part-of	observatory	Some doorknobs are part of observatories.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	doorknob	is-part-of	palace	Some doorknobs are part of palaces.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	doorknob	is-part-of	pub	Some doorknobs are part of pubs.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	doorknob	is-part-of	restaurant	Some doorknobs are part of restaurants.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	doorknob	is-part-of	rink	Some doorknobs are part of rinks.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	doorknob	is-part-of	skyscraper	Some doorknobs are part of skyscrapers.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	doorknob	is-part-of	stable	Some doorknobs are part of stables.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	doorknob	is-part-of	temple	Some doorknobs are part of temples.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	doorknob	is-part-of	theater	Some doorknobs are part of theaters.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	doorknob	is-part-of	theatre	Some doorknobs are part of theatres.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	doorstep	is-part-of	abbey	Some doorsteps are part of abbeys.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	doorstep	is-part-of	architecture	Some doorsteps are part of architecture.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	doorstep	is-part-of	barn	Some doorsteps are part of barns.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	doorstep	is-part-of	building	Some doorsteps are part of buildings.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	doorstep	is-part-of	bungalow	Some doorsteps are part of bungalows.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	doorstep	is-part-of	cafe	Some doorsteps are part of cafes.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	doorstep	is-part-of	castle	Some doorsteps are part of castles.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	doorstep	is-part-of	cathedral	Some doorsteps are part of cathedrals.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	doorstep	is-part-of	church	Some doorsteps are part of churches.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	doorstep	is-part-of	convent	Some doorsteps are part of convents.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	doorstep	is-part-of	coop	Some doorsteps are part of coops.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	doorstep	is-part-of	cottage	Some doorsteps are part of cottages.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	doorstep	is-part-of	cowshed	Some doorsteps are part of cowsheds.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	doorstep	is-part-of	doorway	Some doorsteps are part of doorways.	-	y	n	n	device_n1	artifact_n1	WordNet3.0
0.03	some	doorstep	is-part-of	farmhouse	Some doorsteps are part of farmhouses.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	doorstep	is-part-of	garage	Some doorsteps are part of garages.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	doorstep	is-part-of	greenhouse	Some doorsteps are part of greenhouses.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	doorstep	is-part-of	hospital	Some doorsteps are part of hospitals.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	doorstep	is-part-of	hotel	Some doorsteps are part of hotels.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	doorstep	is-part-of	house	Some doorsteps are part of houses.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	doorstep	is-part-of	inn	Some doorsteps are part of inns.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	doorstep	is-part-of	kennel	Some doorsteps are part of kennels.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	doorstep	is-part-of	manor	Some doorsteps are part of manors.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	doorstep	is-part-of	monastery	Some doorsteps are part of monasteries.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	doorstep	is-part-of	mosque	Some doorsteps are part of mosques.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	doorstep	is-part-of	observatory	Some doorsteps are part of observatories.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	doorstep	is-part-of	palace	Some doorsteps are part of palaces.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	doorstep	is-part-of	pub	Some doorsteps are part of pubs.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	doorstep	is-part-of	restaurant	Some doorsteps are part of restaurants.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	doorstep	is-part-of	rink	Some doorsteps are part of rinks.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	doorstep	is-part-of	skyscraper	Some doorsteps are part of skyscrapers.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	doorstep	is-part-of	stable	Some doorsteps are part of stables.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	doorstep	is-part-of	temple	Some doorsteps are part of temples.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	doorstep	is-part-of	theater	Some doorsteps are part of theaters.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	doorstep	is-part-of	theatre	Some doorsteps are part of theatres.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	doorstep	is-part-of	wall	Some doorsteps are part of walls.	-	y	n	n	device_n1	artifact_n1	WordNet3.0
0.04	some	doorway	is-part-of	ballroom	Some doorways are part of ballrooms.	-	y	n	n	artifact_n1	artifact_n1	WordNet3.0
0.04	some	doorway	is-part-of	bathroom	Some doorways are part of bathrooms.	-	y	n	n	artifact_n1	artifact_n1	WordNet3.0
0.04	some	doorway	is-part-of	bedroom	Some doorways are part of bedrooms.	-	y	n	n	artifact_n1	artifact_n1	WordNet3.0
0.04	some	doorway	is-part-of	cab	Some doorways are part of cabs.	-	y	n	n	artifact_n1	artifact_n1	WordNet3.0
0.04	some	doorway	is-part-of	cabin	Some doorways are part of cabins.	-	y	n	n	artifact_n1	artifact_n1	WordNet3.0
0.04	some	doorway	is-part-of	classroom	Some doorways are part of classrooms.	-	y	n	n	artifact_n1	artifact_n1	WordNet3.0
0.04	some	doorway	is-part-of	cloakroom	Some doorways are part of cloakrooms.	-	y	n	n	artifact_n1	artifact_n1	WordNet3.0
0.04	some	doorway	is-part-of	disco	Some doorways are part of discos.	-	y	n	n	artifact_n1	artifact_n1	WordNet3.0
0.04	some	doorway	is-part-of	foyer	Some doorways are part of foyers.	-	y	n	n	artifact_n1	artifact_n1	WordNet3.0
0.04	some	doorway	is-part-of	gallery	Some doorways are part of galleries.	-	y	n	n	artifact_n1	artifact_n1	WordNet3.0
0.04	some	doorway	is-part-of	hall	Some doorways are part of halls.	-	y	n	n	artifact_n1	artifact_n1	WordNet3.0
0.04	some	doorway	is-part-of	hallway	Some doorways are part of hallways.	-	y	n	n	artifact_n1	artifact_n1	WordNet3.0
0.04	some	doorway	is-part-of	john	Some doorways are part of johns.	-	y	n	n	artifact_n1	artifact_n1	WordNet3.0
0.04	some	doorway	is-part-of	kitchen	Some doorways are part of kitchens.	-	y	n	n	artifact_n1	artifact_n1	WordNet3.0
0.04	some	doorway	is-part-of	library	Some doorways are part of libraries.	-	y	n	n	artifact_n1	artifact_n1	WordNet3.0
0.04	some	doorway	is-part-of	locker	Some doorways are part of lockers.	-	y	n	n	artifact_n1	artifact_n1	WordNet3.0
0.04	some	doorway	is-part-of	loo	Some doorways are part of loos.	-	y	n	n	artifact_n1	artifact_n1	WordNet3.0
0.04	some	doorway	is-part-of	nursery	Some doorways are part of nurseries.	-	y	n	n	artifact_n1	artifact_n1	WordNet3.0
0.04	some	doorway	is-part-of	pantry	Some doorways are part of pantries.	-	y	n	n	artifact_n1	artifact_n1	WordNet3.0
0.04	some	doorway	is-part-of	playroom	Some doorways are part of playrooms.	-	y	n	n	artifact_n1	artifact_n1	WordNet3.0
0.04	some	doorway	is-part-of	room	Some doorways are part of rooms.	-	y	n	n	artifact_n1	artifact_n1	WordNet3.0
0.04	some	doorway	is-part-of	saloon	Some doorways are part of saloons.	-	y	n	n	artifact_n1	artifact_n1	WordNet3.0
0.04	some	doorway	is-part-of	scullery	Some doorways are part of sculleries.	-	y	n	n	artifact_n1	artifact_n1	WordNet3.0
0.04	some	doorway	is-part-of	stall	Some doorways are part of stalls.	-	y	n	n	artifact_n1	artifact_n1	WordNet3.0
0.04	some	doorway	is-part-of	wall	Some doorways are part of walls.	-	y	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	drawer	is-part-of	desk	Most drawers are part of desks.	-	y	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	Durango	is-part-of	Mexico	Most Durango is part of Mexico.	-	y	n	n	Thing	Thing	WordNet3.0
0.33	some	Durham	is-part-of	Alabama	Some Durham is part of Alabama.	-	y	n	n	Thing	Thing	WordNet3.0
0.33	some	Durham	is-part-of	America	Some Durham is part of America.	-	y	n	n	Thing	Thing	WordNet3.0
0.33	some	Durham	is-part-of	Carolina	Some Durham is part of Carolina.	-	y	n	n	Thing	Thing	WordNet3.0
1.00	most	dusk	is-part-of	evening	Most dusk is part of evenings.	-	y	n	n	knowledge_n1	period_n1	WordNet3.0
1.00	most	dyne	is-part-of	newton	Most dynes are part of newtons.	-	y	n	n	definite_quantity_n1	definite_quantity_n1	WordNet3.0
0.50	some	eardrum	is-part-of	ear	Some eardrums are part of ears.	-	y	n	n	body_part_n1	body_part_n1	WordNet3.0
0.50	some	eardrum	is-part-of	head	Some eardrums are part of heads.	-	y	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	Egypt	is-part-of	Africa	Most Egypt is part of Africa.	-	y	n	n	Thing	Thing	WordNet3.0
0.50	some	Egyptian capital	is-part-of	Africa	Some Egyptian capital is part of Africa.	-	y	n	n	Thing	Thing	WordNet3.0
0.50	some	Egyptian capital	is-part-of	Egypt	Some Egyptian capital is part of Egypt.	-	y	n	n	Thing	Thing	WordNet3.0
1.00	most	elbow bone	is-part-of	arm	Most elbow bones are part of arms.	-	y	n	n	Thing	body_part_n1	WordNet3.0
0.25	some	elbow	is-part-of	arm	Some elbows are part of arms.	-	y	n	n	body_part_n1	body_part_n1	WordNet3.0
0.25	some	elbow	is-part-of	body	Some elbows are part of bodies.	-	y	n	n	body_part_n1	Thing	WordNet3.0
0.25	some	elbow	is-part-of	human	Some elbows are part of humans.	-	y	n	n	body_part_n1	animal_n1	WordNet3.0
0.25	some	elbow	is-part-of	humanity	Some elbows are part of humanity.	-	y	n	n	body_part_n1	animal_n1	WordNet3.0
0.33	some	electromagnet	is-part-of	bridge	Some electromagnets are part of bridges.	-	y	n	n	device_n1	device_n1	WordNet3.0
0.33	some	electromagnet	is-part-of	circuit	Some electromagnets are part of circuits.	-	y	n	n	device_n1	device_n1	WordNet3.0
0.33	some	electromagnet	is-part-of	clipper	Some electromagnets are part of clippers.	-	y	n	n	device_n1	device_n1	WordNet3.0
0.25	some	electron gun	is-part-of	computer	Some electron guns are part of computers.	-	y	n	n	Thing	device_n1	WordNet3.0
0.25	some	electron gun	is-part-of	laptop	Some electron guns are part of laptops.	-	y	n	n	Thing	device_n1	WordNet3.0
0.25	some	electron gun	is-part-of	telly	Some electron guns are part of tellies.	-	y	n	n	Thing	equipment_n1	WordNet3.0
0.25	some	electron gun	is-part-of	tv	Some electron guns are part of tv.	-	y	n	n	Thing	equipment_n1	WordNet3.0
0.10	some	electron tube	is-part-of	bridge	Some electron tubes are part of bridges.	-	y	n	n	Thing	device_n1	WordNet3.0
0.10	some	electron tube	is-part-of	cellphone	Some electron tubes are part of cellphones.	-	y	n	n	Thing	equipment_n1	WordNet3.0
0.10	some	electron tube	is-part-of	circuit	Some electron tubes are part of circuits.	-	y	n	n	Thing	device_n1	WordNet3.0
0.10	some	electron tube	is-part-of	clipper	Some electron tubes are part of clippers.	-	y	n	n	Thing	device_n1	WordNet3.0
0.10	some	electron tube	is-part-of	modem	Some electron tubes are part of modems.	-	y	n	n	Thing	equipment_n1	WordNet3.0
0.10	some	electron tube	is-part-of	phone	Some electron tubes are part of phones.	-	y	n	n	Thing	equipment_n1	WordNet3.0
0.10	some	electron tube	is-part-of	processor	Some electron tubes are part of processors.	-	y	n	n	Thing	equipment_n1	WordNet3.0
0.10	some	electron tube	is-part-of	receiver	Some electron tubes are part of receivers.	-	y	n	n	Thing	equipment_n1	WordNet3.0
0.10	some	electron tube	is-part-of	stereo	Some electron tubes are part of stereos.	-	y	n	n	Thing	equipment_n1	WordNet3.0
0.10	some	electron tube	is-part-of	telephone	Some electron tubes are part of telephones.	-	y	n	n	Thing	equipment_n1	WordNet3.0
0.03	some	elevator car	is-part-of	abbey	Some elevator cars are part of abbeys.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	elevator car	is-part-of	architecture	Some elevator cars are part of architecture.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	elevator car	is-part-of	barn	Some elevator cars are part of barns.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	elevator car	is-part-of	building	Some elevator cars are part of buildings.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	elevator car	is-part-of	bungalow	Some elevator cars are part of bungalows.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	elevator car	is-part-of	cafe	Some elevator cars are part of cafes.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	elevator car	is-part-of	castle	Some elevator cars are part of castles.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	elevator car	is-part-of	cathedral	Some elevator cars are part of cathedrals.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	elevator car	is-part-of	church	Some elevator cars are part of churches.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	elevator car	is-part-of	convent	Some elevator cars are part of convents.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	elevator car	is-part-of	coop	Some elevator cars are part of coops.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	elevator car	is-part-of	cottage	Some elevator cars are part of cottages.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	elevator car	is-part-of	cowshed	Some elevator cars are part of cowsheds.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	elevator car	is-part-of	elevator	Some elevator cars are part of elevators.	-	y	n	n	Thing	device_n1	WordNet3.0
0.03	some	elevator car	is-part-of	farmhouse	Some elevator cars are part of farmhouses.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	elevator car	is-part-of	garage	Some elevator cars are part of garages.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	elevator car	is-part-of	greenhouse	Some elevator cars are part of greenhouses.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	elevator car	is-part-of	hospital	Some elevator cars are part of hospitals.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	elevator car	is-part-of	hotel	Some elevator cars are part of hotels.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	elevator car	is-part-of	house	Some elevator cars are part of houses.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	elevator car	is-part-of	inn	Some elevator cars are part of inns.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	elevator car	is-part-of	kennel	Some elevator cars are part of kennels.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	elevator car	is-part-of	manor	Some elevator cars are part of manors.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	elevator car	is-part-of	monastery	Some elevator cars are part of monasteries.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	elevator car	is-part-of	mosque	Some elevator cars are part of mosques.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	elevator car	is-part-of	observatory	Some elevator cars are part of observatories.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	elevator car	is-part-of	palace	Some elevator cars are part of palaces.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	elevator car	is-part-of	pub	Some elevator cars are part of pubs.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	elevator car	is-part-of	restaurant	Some elevator cars are part of restaurants.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	elevator car	is-part-of	rink	Some elevator cars are part of rinks.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	elevator car	is-part-of	skyscraper	Some elevator cars are part of skyscrapers.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	elevator car	is-part-of	stable	Some elevator cars are part of stables.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	elevator car	is-part-of	temple	Some elevator cars are part of temples.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	elevator car	is-part-of	theater	Some elevator cars are part of theaters.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	elevator car	is-part-of	theatre	Some elevator cars are part of theatres.	-	y	n	n	Thing	building_n1	WordNet3.0
0.03	some	elevator	is-part-of	abbey	Some elevators are part of abbeys.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	elevator	is-part-of	architecture	Some elevators are part of architecture.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	elevator	is-part-of	barn	Some elevators are part of barns.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	elevator	is-part-of	building	Some elevators are part of buildings.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	elevator	is-part-of	bungalow	Some elevators are part of bungalows.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	elevator	is-part-of	cafe	Some elevators are part of cafes.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	elevator	is-part-of	castle	Some elevators are part of castles.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	elevator	is-part-of	cathedral	Some elevators are part of cathedrals.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	elevator	is-part-of	church	Some elevators are part of churches.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	elevator	is-part-of	convent	Some elevators are part of convents.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	elevator	is-part-of	coop	Some elevators are part of coops.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	elevator	is-part-of	cottage	Some elevators are part of cottages.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	elevator	is-part-of	cowshed	Some elevators are part of cowsheds.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	elevator	is-part-of	dairy	Some elevators are part of dairies.	-	y	n	n	device_n1	location_n1	WordNet3.0
0.03	some	elevator	is-part-of	farm	Some elevators are part of farms.	-	y	n	n	device_n1	location_n1	WordNet3.0
0.03	some	elevator	is-part-of	farmhouse	Some elevators are part of farmhouses.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	elevator	is-part-of	garage	Some elevators are part of garages.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	elevator	is-part-of	greenhouse	Some elevators are part of greenhouses.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	elevator	is-part-of	hospital	Some elevators are part of hospitals.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	elevator	is-part-of	hotel	Some elevators are part of hotels.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	elevator	is-part-of	house	Some elevators are part of houses.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	elevator	is-part-of	inn	Some elevators are part of inns.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	elevator	is-part-of	kennel	Some elevators are part of kennels.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	elevator	is-part-of	manor	Some elevators are part of manors.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	elevator	is-part-of	monastery	Some elevators are part of monasteries.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	elevator	is-part-of	mosque	Some elevators are part of mosques.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	elevator	is-part-of	observatory	Some elevators are part of observatories.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	elevator	is-part-of	palace	Some elevators are part of palaces.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	elevator	is-part-of	playground	Some elevators are part of playgrounds.	-	y	n	n	device_n1	location_n1	WordNet3.0
0.03	some	elevator	is-part-of	pub	Some elevators are part of pubs.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	elevator	is-part-of	ranch	Some elevators are part of ranches.	-	y	n	n	device_n1	location_n1	WordNet3.0
0.03	some	elevator	is-part-of	restaurant	Some elevators are part of restaurants.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	elevator	is-part-of	rink	Some elevators are part of rinks.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	elevator	is-part-of	skyscraper	Some elevators are part of skyscrapers.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	elevator	is-part-of	stable	Some elevators are part of stables.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	elevator	is-part-of	temple	Some elevators are part of temples.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	elevator	is-part-of	theater	Some elevators are part of theaters.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.03	some	elevator	is-part-of	theatre	Some elevators are part of theatres.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.10	some	emergency brake	is-part-of	ambulance	Some emergency brakes are part of ambulances.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	emergency brake	is-part-of	auto	Some emergency brakes are part of autos.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	emergency brake	is-part-of	automobile	Some emergency brakes are part of automobiles.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	emergency brake	is-part-of	car	Some emergency brakes are part of cars.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	emergency brake	is-part-of	dumper	Some emergency brakes are part of dumpers.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	emergency brake	is-part-of	go-kart	Some emergency brakes are part of go-karts.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	emergency brake	is-part-of	motorbike	Some emergency brakes are part of motorbikes.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	emergency brake	is-part-of	pickup	Some emergency brakes are part of pickups.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	emergency brake	is-part-of	taxi	Some emergency brakes are part of taxis.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	emergency brake	is-part-of	truck	Some emergency brakes are part of trucks.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.20	some	enamel	is-part-of	fang	Some enamel is part of fangs.	-	y	n	n	substance_n1	body_part_n1	WordNet3.0
0.20	some	enamel	is-part-of	incisor	Some enamel is part of incisors.	-	y	n	n	substance_n1	body_part_n1	WordNet3.0
0.20	some	enamel	is-part-of	molar	Some enamel is part of molars.	-	y	n	n	substance_n1	body_part_n1	WordNet3.0
0.20	some	enamel	is-part-of	tooth	Some enamel is part of teeth.	-	y	n	n	substance_n1	body_part_n1	WordNet3.0
0.20	some	enamel	is-part-of	tusk	Some enamel is part of tusks.	-	y	n	n	substance_n1	body_part_n1	WordNet3.0
0.50	some	endometrium	is-part-of	uterus	Some endometriums are part of uteruses.	-	y	n	n	body_part_n1	body_part_n1	WordNet3.0
0.50	some	endometrium	is-part-of	womb	Some endometriums are part of wombs.	-	y	n	n	body_part_n1	body_part_n1	WordNet3.0
0.08	some	engine block	is-part-of	ambulance	Some engine blocks are part of ambulances.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.08	some	engine block	is-part-of	auto	Some engine blocks are part of autos.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.08	some	engine block	is-part-of	automobile	Some engine blocks are part of automobiles.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.08	some	engine block	is-part-of	car	Some engine blocks are part of cars.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.08	some	engine block	is-part-of	dumper	Some engine blocks are part of dumpers.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.08	some	engine block	is-part-of	go-kart	Some engine blocks are part of go-karts.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.08	some	engine block	is-part-of	motorbike	Some engine blocks are part of motorbikes.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.08	some	engine block	is-part-of	motorboat	Some engine blocks are part of motorboats.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.08	some	engine block	is-part-of	pickup	Some engine blocks are part of pickups.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.08	some	engine block	is-part-of	taxi	Some engine blocks are part of taxis.	-	y	n	n	Thing	transport_n1	WordNet3.0
